cycle,tile_id,label,crop_path,right_faction,left_icon_type,left_faction_if_any,notes
c2,055,055,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-055.png,,,,
c2,056,056,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-056.png,,,,
c2,057,057,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-057.png,,,,
c2,058,058,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-058.png,,,,
c2,059,059,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-059.png,,,,
c2,060,060,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-060.png,,,,
c2,061,061,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-061.png,,,,
c2,062,062,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-062.png,,,,
c2,063,063,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-063.png,,,,
c2,064,064,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-064.png,,,,
c2,065,065,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-065.png,,,,
c2,066,066,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-066.png,,,,
c2,067,067,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-067.png,,,,
c2,068,068,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-068.png,,,,
c2,069,069,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-069.png,,,,
c2,070,070,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-070.png,,,,
c2,071,071,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-071.png,,,,
c2,072,072,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-072.png,,,,
c2,073,073,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-073.png,,,,
c2,074,074,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-074.png,,,,
c2,075,075,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-075.png,,,,
c2,076,076,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-076.png,,,,
c2,077,077,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-077.png,,,,
c2,078,078,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-078.png,,,,
c2,079,079,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-079.png,,,,
c2,080,080,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-080.png,,,,
c2,081,081,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-081.png,,,,
c2,082,082,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-082.png,,,,
c2,083,083,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-083.png,,,,
c2,084,084,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c2-084.png,,,,
c3,079,079,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-079.png,,,,
c3,082,082,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-082.png,,,,
c3,067,067,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-067.png,,,,
c3,071,071,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-071.png,,,,
c3,081,081,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-081.png,,,,
c3,086,086,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-086.png,,,,
c3,091,091,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-091.png,,,,
c3,066,066,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-066.png,,,,
c3,070,070,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-070.png,,,,
c3,008,008,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-008.png,,,,
c3,073,073,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-073.png,,,,
c3,085,085,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-085.png,,,,
c3,013,013,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-013.png,,,,
c3,090,090,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-090.png,,,,
c3,016,016,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-016.png,,,,
c3,034,034,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-034.png,,,,
c3,055,055,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-055.png,,,,
c3,039,039,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-039.png,,,,
c3,057,057,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-057.png,,,,
c3,007,007,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-007.png,,,,
c3,042,042,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-042.png,,,,
c3,059,059,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-059.png,,,,
c3,072,072,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-072.png,,,,
c3,047,047,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-047.png,,,,
c3,075,075,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-075.png,,,,
c3,027,027,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-027.png,,,,
c3,033,033,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-033.png,,,,
c3,054,054,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-054.png,,,,
c3,003,003,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-003.png,,,,
c3,038,038,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-038.png,,,,
c3,006,006,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-006.png,,,,
c3,015,015,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-015.png,,,,
c3,058,058,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-058.png,,,,
c3,022,022,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-022.png,,,,
c3,024,024,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-024.png,,,,
c3,046,046,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-046.png,,,,
c3,074,074,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-074.png,,,,
c3,026,026,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-026.png,,,,
c3,028,028,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-028.png,,,,
c3,051,051,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-051.png,,,,
c3,078,078,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-078.png,,,,
c3,031,031,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-031.png,,,,
c3,053,053,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-053.png,,,,
c3,002,002,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-002.png,,,,
c3,037,037,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-037.png,,,,
c3,089,089,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-089.png,,,,
c3,005,005,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-005.png,,,,
c3,018,018,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-018.png,,,,
c3,041,041,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-041.png,,,,
c3,012,012,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-012.png,,,,
c3,021,021,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-021.png,,,,
c3,023,023,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-023.png,,,,
c3,045,045,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-045.png,,,,
c3,025,025,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-025.png,,,,
c3,050,050,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-050.png,,,,
c3,077,077,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-077.png,,,,
c3,030,030,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-030.png,,,,
c3,032,032,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-032.png,,,,
c3,065,065,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-065.png,,,,
c3,001,001,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-001.png,,,,
c3,036,036,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-036.png,,,,
c3,069,069,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-069.png,,,,
c3,088,088,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-088.png,,,,
c3,333,333,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-333.png,,,,
c3,004,004,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-004.png,,,,
c3,017,017,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-017.png,,,,
c3,011,011,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-011.png,,,,
c3,020,020,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-020.png,,,,
c3,044,044,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-044.png,,,,
c3,049,049,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-049.png,,,,
c3,076,076,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-076.png,,,,
c3,029,029,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-029.png,,,,
c3,080,080,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-080.png,,,,
c3,084,084,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-084.png,,,,
c3,062,062,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-062.png,,,,
c3,064,064,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-064.png,,,,
c3,035,035,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-035.png,,,,
c3,068,068,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-068.png,,,,
c3,087,087,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-087.png,,,,
c3,040,040,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-040.png,,,,
c3,010,010,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-010.png,,,,
c3,019,019,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-019.png,,,,
c3,043,043,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-043.png,,,,
c3,048,048,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-048.png,,,,
c3,052,052,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-052.png,,,,
c3,056,056,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-056.png,,,,
c3,060,060,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-060.png,,,,
c3,083,083,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-083.png,,,,
c3,061,061,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-061.png,,,,
c3,063,063,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-063.png,,,,
c3,009,009,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-009.png,,,,
c3,014,014,D:\download\ato2\ATO\tools\map-faction-tag-template\crops\c3-014.png,,,,
